scenario,seed,policy,expected_label,selected_windows,heavy_trace_duration_s,trace_volume_proxy_windows,top1_correct,ever_correct,first_correct_window,stop_window,premature_stop,re_escalation_needed,diagnosis_sequence
long_output,5101,marginal_utility_stop,vllm_long_output,2,20.0,2,1,1,0,1,0,1,vllm_long_output|vllm_long_output
long_output,5101,counter_recovery_stop,vllm_long_output,4,35.712,4,1,1,0,3,0,0,vllm_long_output|vllm_long_output|vllm_long_output|vllm_long_output
long_output,5101,hybrid_stop,vllm_long_output,4,35.712,4,1,1,0,3,0,0,vllm_long_output|vllm_long_output|vllm_long_output|vllm_long_output
long_output,5102,fixed_burst,vllm_long_output,1,10.0,1,1,1,0,0,0,1,vllm_long_output
long_output,5102,repeated_fixed_burst,vllm_long_output,3,30.0,3,1,1,0,2,0,1,vllm_long_output|vllm_long_output|vllm_long_output
long_output,5102,stability_stop,vllm_long_output,2,20.0,2,1,1,0,1,0,1,vllm_long_output|vllm_long_output
long_output,5102,marginal_utility_stop,vllm_long_output,2,20.0,2,1,1,0,1,0,1,vllm_long_output|vllm_long_output
long_output,5102,counter_recovery_stop,vllm_long_output,4,35.637,4,1,1,0,3,0,0,vllm_long_output|vllm_long_output|vllm_long_output|vllm_long_output
long_output,5102,hybrid_stop,vllm_long_output,4,35.637,4,1,1,0,3,0,0,vllm_long_output|vllm_long_output|vllm_long_output|vllm_long_output
long_output,5103,fixed_burst,vllm_long_output,1,10.0,1,1,1,0,0,0,1,vllm_long_output
long_output,5103,repeated_fixed_burst,vllm_long_output,3,30.0,3,1,1,0,2,0,1,vllm_long_output|vllm_long_output|vllm_long_output
long_output,5103,stability_stop,vllm_long_output,2,20.0,2,1,1,0,1,0,1,vllm_long_output|vllm_long_output
long_output,5103,marginal_utility_stop,vllm_long_output,2,20.0,2,1,1,0,1,0,1,vllm_long_output|vllm_long_output
long_output,5103,counter_recovery_stop,vllm_long_output,4,35.636,4,1,1,0,3,0,0,vllm_long_output|vllm_long_output|vllm_long_output|vllm_long_output
long_output,5103,hybrid_stop,vllm_long_output,4,35.636,4,1,1,0,3,0,0,vllm_long_output|vllm_long_output|vllm_long_output|vllm_long_output
long_prompt,5101,fixed_burst,vllm_long_prompt,1,10.0,1,1,1,0,0,0,1,vllm_long_prompt
long_prompt,5101,repeated_fixed_burst,vllm_long_prompt,3,30.0,3,1,1,0,2,0,1,vllm_long_prompt|vllm_long_prompt|vllm_long_prompt
long_prompt,5101,stability_stop,vllm_long_prompt,2,20.0,2,1,1,0,1,0,1,vllm_long_prompt|vllm_long_prompt
long_prompt,5101,marginal_utility_stop,vllm_long_prompt,2,20.0,2,1,1,0,1,0,1,vllm_long_prompt|vllm_long_prompt
long_prompt,5101,counter_recovery_stop,vllm_long_prompt,4,31.946,4,1,1,0,3,0,0,vllm_long_prompt|vllm_long_prompt|vllm_long_prompt|vllm_long_prompt
long_prompt,5101,hybrid_stop,vllm_long_prompt,4,31.946,4,1,1,0,3,0,0,vllm_long_prompt|vllm_long_prompt|vllm_long_prompt|vllm_long_prompt
long_prompt,5102,fixed_burst,vllm_long_prompt,1,10.0,1,1,1,0,0,0,1,vllm_long_prompt
long_prompt,5102,repeated_fixed_burst,vllm_long_prompt,3,30.0,3,1,1,0,2,0,1,vllm_long_prompt|vllm_long_prompt|vllm_long_prompt
long_prompt,5102,stability_stop,vllm_long_prompt,2,20.0,2,1,1,0,1,0,1,vllm_long_prompt|vllm_long_prompt
long_prompt,5102,marginal_utility_stop,vllm_long_prompt,2,20.0,2,1,1,0,1,0,1,vllm_long_prompt|vllm_long_prompt
long_prompt,5102,counter_recovery_stop,vllm_long_prompt,4,31.98,4,1,1,0,3,0,0,vllm_long_prompt|vllm_long_prompt|vllm_long_prompt|vllm_long_prompt
long_prompt,5102,hybrid_stop,vllm_long_prompt,4,31.98,4,1,1,0,3,0,0,vllm_long_prompt|vllm_long_prompt|vllm_long_prompt|vllm_long_prompt
long_prompt,5103,fixed_burst,vllm_long_prompt,1,10.0,1,1,1,0,0,0,1,vllm_long_prompt
long_prompt,5103,repeated_fixed_burst,vllm_long_prompt,3,30.0,3,1,1,0,2,0,1,vllm_long_prompt|vllm_long_prompt|vllm_long_prompt
long_prompt,5103,stability_stop,vllm_long_prompt,2,20.0,2,1,1,0,1,0,1,vllm_long_prompt|vllm_long_prompt
long_prompt,5103,marginal_utility_stop,vllm_long_prompt,2,20.0,2,1,1,0,1,0,1,vllm_long_prompt|vllm_long_prompt
long_prompt,5103,counter_recovery_stop,vllm_long_prompt,4,31.908,4,1,1,0,3,0,0,vllm_long_prompt|vllm_long_prompt|vllm_long_prompt|vllm_long_prompt
long_prompt,5103,hybrid_stop,vllm_long_prompt,4,31.908,4,1,1,0,3,0,0,vllm_long_prompt|vllm_long_prompt|vllm_long_prompt|vllm_long_prompt
queue_pressure,5101,fixed_burst,vllm_queue_pressure,1,10.0,1,1,1,0,0,0,1,vllm_queue_pressure
queue_pressure,5101,repeated_fixed_burst,vllm_queue_pressure,3,30.0,3,1,1,0,2,0,1,vllm_queue_pressure|vllm_queue_pressure|vllm_queue_pressure
queue_pressure,5101,stability_stop,vllm_queue_pressure,2,20.0,2,1,1,0,1,0,1,vllm_queue_pressure|vllm_queue_pressure
queue_pressure,5101,marginal_utility_stop,vllm_queue_pressure,2,20.0,2,1,1,0,1,0,1,vllm_queue_pressure|vllm_queue_pressure
queue_pressure,5101,counter_recovery_stop,vllm_queue_pressure,4,30.472,4,1,1,0,3,0,0,vllm_queue_pressure|vllm_queue_pressure|vllm_queue_pressure|vllm_queue_pressure
queue_pressure,5101,hybrid_stop,vllm_queue_pressure,4,30.472,4,1,1,0,3,0,0,vllm_queue_pressure|vllm_queue_pressure|vllm_queue_pressure|vllm_queue_pressure
queue_pressure,5102,fixed_burst,vllm_queue_pressure,1,10.0,1,1,1,0,0,0,1,vllm_queue_pressure
queue_pressure,5102,repeated_fixed_burst,vllm_queue_pressure,3,30.0,3,1,1,0,2,0,1,vllm_queue_pressure|vllm_queue_pressure|vllm_queue_pressure
queue_pressure,5102,stability_stop,vllm_queue_pressure,2,20.0,2,1,1,0,1,0,1,vllm_queue_pressure|vllm_queue_pressure
queue_pressure,5102,marginal_utility_stop,vllm_queue_pressure,2,20.0,2,1,1,0,1,0,1,vllm_queue_pressure|vllm_queue_pressure
queue_pressure,5102,counter_recovery_stop,vllm_queue_pressure,4,30.495,4,1,1,0,3,0,0,vllm_queue_pressure|vllm_queue_pressure|vllm_queue_pressure|vllm_queue_pressure
queue_pressure,5102,hybrid_stop,vllm_queue_pressure,4,30.495,4,1,1,0,3,0,0,vllm_queue_pressure|vllm_queue_pressure|vllm_queue_pressure|vllm_queue_pressure
queue_pressure,5103,fixed_burst,vllm_queue_pressure,1,10.0,1,1,1,0,0,0,1,vllm_queue_pressure
queue_pressure,5103,repeated_fixed_burst,vllm_queue_pressure,3,30.0,3,1,1,0,2,0,1,vllm_queue_pressure|vllm_queue_pressure|vllm_queue_pressure
queue_pressure,5103,stability_stop,vllm_queue_pressure,2,20.0,2,1,1,0,1,0,1,vllm_queue_pressure|vllm_queue_pressure
queue_pressure,5103,marginal_utility_stop,vllm_queue_pressure,2,20.0,2,1,1,0,1,0,1,vllm_queue_pressure|vllm_queue_pressure
queue_pressure,5103,counter_recovery_stop,vllm_queue_pressure,4,30.371,4,1,1,0,3,0,0,vllm_queue_pressure|vllm_queue_pressure|vllm_queue_pressure|vllm_queue_pressure
queue_pressure,5103,hybrid_stop,vllm_queue_pressure,4,30.371,4,1,1,0,3,0,0,vllm_queue_pressure|vllm_queue_pressure|vllm_queue_pressure|vllm_queue_pressure
